Search Country,Country Code,Country Rank,Global Rank,Channel ID,Channel Name,Subscribers,Total Views,Total Videos,Country,Description
Japan,JP,32,1047,UCGMG8BNfA8gsH9Rn_d_yW2A,シクフォニ【SIXFONIA】,1220000,592851760,1256,JP,運命を掴み取る最強の6人による2.5次元タレントグループ  ××× シクフォニ / SIXFONIA ××× 2022.08.12.Start.  22.09.29：登録者数3万人 突破 22.10.07：「J0KER×JOK3R」が日本テレビ系『バズリズム02』10月ED 決定 23.02.11：登録者数10万人 突破 23.08.12：登録者数20万人 突破 / 結成1周年 23.12.05：Yahoo!検索大賞2023 ネクストブレイク人物部門 選出 24.02.18：1stフルアルバム「Six ‐n0te‐」 ★デイリーアルバムランキング1位 24.03.20：東京ガーデンシアターにて1stワンマンライブを開催 24.05.05：登録者数50万人 突破 24.08.09：『PASH！』9月号Wカバーにて裏表紙を担当 24.10.26-27：幕張メッセにて2ndワンマンライブを2日間
Japan,JP,33,1052,UCwu15I0KWOI6Xbe2Uziee4A,【MAIN】96NEKO-CHANNEL,1210000,416147314,243,JP,🔰96猫（くろねこ）と申します。 普段は、歌手活動・声優活動・配信活動を主にしております。  youtube配信はサブチャンネルで行っております！ 是非、遊びにいらしてくださいませ♪  サブ 📺 96NEKO-SUB-CHANNEL 📺　 https://www.youtube.com/c/SUB-96NEKOCHANNEL  *.....*.....*.....*.....*.....*.....*.....*.....*.....*.....*.....*.....* ⏩〈Twitter〉 ▶https://twitter.com/96__neko  📼〈Movie〉           youtube▶https://www.youtube.com/user/96nekoch               bilibili▶https://space.bilibili.com/3926
Japan,JP,34,1069,UC6wvdADTJ88OfIbJYIpAaDA,不破 湊 / Fuwa Minato【にじさんじ】,1170000,650811872,1799,JP,にじさんじ所属バーチャルホストの不破 湊（ふわ みなと）です ゲームと歌  ━━━━━━━━━━━━━━━━━━━━━━━━━━ Twitter｜https://twitter.com/Fuwa_Minato Membership｜https://www.youtube.com/channel/UC6wvdADTJ88OfIbJYIpAaDA/join マシュマロ｜https://marshmallow-qa.com/fuwa_minato?utm_medium=url_text&utm_source=promotion お問い合わせ｜https://www.nijisanji.jp/contact ━━━━━━━━━━━━━━━━━━━━━━━━━━ 
Japan,JP,35,1131,UChUjERVG8eKEAJSCef-tTmg,k4sen / かせん,1070000,796127454,3224,JP,"k4senといいます。 名前だけでも覚えて帰ってください。  ＊＊＊＊＊＊＊＊ お仕事、出演の依頼はこちらにお問い合わせください：info@denei.net For business and marketing related questions, please contact: info@denei.net ＊＊＊＊＊＊＊＊"
Japan,JP,36,1155,UCSSKXEFwXiEcUjZKYGSvyPg,ぷちぷち【ぷちひな】,1020000,1347100446,2688,JP,ぷちひなフレンズ初のオリジナルグッズ発売中！ https://creator-store.jp/pages/puchipuchip  \ぷちひなフレンズ/【👀ぷちぷち・🎀ひなこ・👾いむ・🌰ゴッキー・🐺はちまる】 「マインクラフト」を中心に日々動画配信しています！  👀ぷちぷちのX(Twitter) https://x.com/_Puti_Puti  🎀ひなこのX(Twitter) https://x.com/maturihinako03  👾いむのX(Twitter) https://x.com/imu_imu02  🌰ゴッキーのX(Twitter) https://x.com/gocky_desu  🐺はちまるのX(Twitter) https://x.com/ha_chi_maru_ ------------------------------------------ 🏝️ぷちぷちの個
Japan,JP,37,1172,UCSdExItCszcnIp-roT7b0kw,ライバロリ,1000000,1225314995,2356,JP,楽しく生きたい  
Japan,JP,38,1182,UCHVXbQzkl3rDfsXWo8xi2qw,アンジュ・カトリーナ - Ange Katrina -,994000,267194789,1083,JP,にじさんじ所属バーチャルライバーのアンジュ・カトリーナ、錬金術師です⚖️ 片腕持っていかれてもいいので彼氏を錬成したいです🙏  ⚖️￤メンバーシップについて ￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣ 特典①┃可愛いバッジが名前の隣につく 特典②┃オリジナルの絵文字がつかえる！ 特典③┃たまに行われるメンバー限定の配信が視聴可能に！ 登録はこちら：https://www.youtube.com/channel/UCHVXbQzkl3rDfsXWo8xi2qw/join   📪￤URLなど ￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣ Twitter：https://twitter.com/ange_katrina_ マシュマロ：https://marshmallow-qa.com/ange_katrina_  にじさんじ公式HP：https:/
Japan,JP,39,1190,UC3UvC3byXL0o-daNS54m1Xg,NIRU,981000,768187294,2634,JP,
Japan,JP,40,1218,UCSF2vv7HFeQHrv1DinGLBLw,ハセシン / HASESHIN,945000,290299914,2701,JP,チャンネル登録をして最新情報をチェックしてね！  そして私は、Rush GamingとRush CLANのリーダーも務めています！  日本での「eSports」発展に向けて、少しでも力になりたいと思い、2016年7月にRush CLAN e-Sports部門を設立。 現在はRush Gamingとして日々活動しています！ぜひ応援よろしくお願いします！  Rush Gaming / Collab Asia Game Streamers 所属  【お問い合わせは下記のメールアドレスからお願いいたします。】
Japan,JP,41,1246,UCKMYISTJAQ8xTplUPHiABlA,社築,907000,349125716,1769,Unknown,バーチャルライバー集団「にじさんじ」所属の社築（やしろ　きずく）です。 ただのオタクです。  Twitter: https://twitter.com/846kizuQ  お手紙等： 一部受け取れないものもあります。詳細は下記にて https://www.nijisanji.jp/contact
Japan,JP,42,1260,UCmZ1Rbthn-6Jm_qOGjYsh5A,イブラヒム【にじさんじ】,878000,256841901,1690,JP,にじさんじ所属、バーチャルライバーの「イブラヒム」です。 元石油王、現在は温泉を掘って生活しています。 お金大好き。 マギに出てないし首に付けてるのは神秘の雫ではないので水タイプの技の威力は1.2倍になりません。  【お問い合わせやファンレターはこちら】 https://www.nijisanji.jp/contact  【にじさんじオフィシャルストア】 https://shop.nijisanji.jp/s/niji/  【にじさんじ公式Twitter】 https://twitter.com/nijisanji_app 《@nijisanji_app 》  【にじさんじ公式HP】 https://www.nijisanji.jp
Japan,JP,43,1265,UCpgxgkifUGSKg9dNFE5Vo7Q,milet Official YouTube Channel,872000,637915076,272,JP,シンガーソングライター・milet（ミレイ）のOfficial YouTube Channelです。
Japan,JP,44,1289,UCmgf8DJrAXFnU7j3u0kklUQ,ブルーアーカイブ-Blue Archive-,850000,394020482,1003,JP,アプリゲーム「ブルーアーカイブ-Blue Archive-」の公式YouTubeチャンネルです。  公式サイト：https://bluearchive.jp/ 公式X：https://twitter.com/Blue_ArchiveJP
Japan,JP,45,1360,UCTW2tw0Mhho72MojB1L48IQ,のばまんゲームス,778000,679487110,1455,JP,のばまんによる動画です。頑張って作ってます。 考察やシミュレーションゲームが好きです。 私の動画や画像は勝手に切り貼りしてMAD作るなりなんなりして下さい。私のアイコンは使用厳禁です。でも自分で描いたやつならOK。 Discordに入ると私が今まで描いてきた素材が手に入るのできれいな画像はそこからとってって下さい。  2019年1月くらいから真面目に動画投稿はじめました。そんで2019年11月にUUUM入りました。 基本的に3日に1回実況投稿　それ以外はその合間に投稿することを目指しています。  プレゼントやお手紙は受け付けていませんが、私がおすすめしたものや案件で扱ったものを実際に試してみた感想をnoteに書くかつぶやくかしてツイッターのDMで送ってくれれば読みます。  私の動画は教育利用なら無断で勝手に好きに使いまくって構いません。連絡も不要です。  のばまん二次創作ガイドライン 東方
Japan,JP,46,1378,UCYyhPzwpGe-CvZgfPmgGgBg,そらびび,757000,576114215,1525,JP,ゲーム実況してます
Japan,JP,47,1392,UC5LyYg6cCA4yHEYvtUsir3g,一ノ瀬うるは,750000,222098868,2252,JP,はじめまして、一ノ瀬うるはです。2019.4/19VTuberになりました。よろしくお願いします。 (@Vspo77)所属。  ✦ゲームが好きです。FPSも好きだけどパズルゲームとかも好き、頭のひらめきは悪い。 話すもの好きです。なんでもない話を一生します。  ✦メンバーシップURL：https://bit.ly/36eqXXZ メンバー特典について：不定期(月1程度）でメン限ツイキャス、雑談枠、映画同時視聴枠などを設けています。 その他、メンバー限定スタンプやバッジなどが付きます。  ✦Lupinus Virtual Games  Members Twitter  花芽すみれ(@sumire_kaga)  花芽なずな(@nazuna_kaga)  小雀とと(@toto_kogara)  一ノ瀬うるは(@uruha_ichinose)  ぶいすぽ公式(@Vspo77)  ✦使用デバイス キ
Japan,JP,48,1429,UCv7VutirxDn3RWIJXI68n_A,＝LOVE（イコールラブ）公式チャンネル,707000,550140700,555,JP,＝LOVE（イコールラブ）公式YouTubeチャンネル。
Japan,JP,49,1451,UCPkKpOHxEDcwmUAnRpIu-Ng,藍沢エマ / Aizawa Ema,680000,155702606,1433,Unknown,ぶいすぽ所属の藍沢エマです🌸 誕生日：1/31　水瓶座 ♒ 趣　味：ねこすい 好きな食べ物：パン よろしくお願いします！  藍沢エマX（ https://twitter.com/Ema_Aizawa ） ぶいすぽっ！運営（ https://twitter.com/Vspo77  ）  
Japan,JP,50,1453,UCSg7bVWzGepb4Agt84anSOA,コロンボさん GAMES,679000,433542132,1022,JP,"異質な見た目でゲームを実況する男！それがコロンボさん！ どんなゲームもコロンボさんがやれば画面が面白くなるぜ！！ 登録者数目指せ700,000人！  ・毎週3本くらいのペースで動画更新中♪   #コロンボさん＃ハギーワギー#ポピープレイタイム  "
Japan,JP,51,1467,UCmL3pj3jPTV13lnz-d6DTxw,ブリとカワウソ,665000,835562366,953,JP,チャンネル登録よろしくお願いします！  千田京平（ちだ きょうへい　1996年7月25日） 谷津翼（やつ つばさ　1996年10月31日） すぐる（リーダー　1998年10月19日）  僕らのSNSはこちら！ 　　　↓↓↓
Japan,JP,52,1470,UCia0Mw96B-yNYRka1J_mAsQ,HikacGamesヒカックゲームズ,663000,660596114,5458,JP,はじめまして、Hikac Games(ヒカックゲームズ)です。 ウイニングイレブンアプリの動画を投稿しています。頑張ります。  Twitterはこちら https://twitter.com/hikacgames メールアドレスはこちら hikacgames@gmail.com
Japan,JP,53,1477,UCEz-AFAg3EUKsxraad1puQA,CUTIE STREET,658000,1450679361,2974,Unknown,原宿から世界へ。   ASOBISYSTEMのアイドルプロジェクト「KAWAII LAB.」より2024年8月にデビュー。    コンセプトは《KAWAII MAKER》   ファンネームは《きゅーてすと》  💛古澤里紗 ❤️佐野愛花 💚板倉可奈 💙増田彩乃  🧡川本笑瑠 🩵梅田みゆ 💜真鍋凪咲 🩷桜庭遥花  #CUTIESTREET #きゅーすと  
Japan,JP,54,1507,UCc-PPk-lNe34JaWCcJQCL0g,ドコムスチャンネル,638000,609251514,2153,JP,ゲーム実況動画を投稿しています。  お問い合わせ　 ハニースタジオ sales@game8.jp  
Japan,JP,55,1509,UCQG8tNnV4hKetLhMb4MopHQ,FRUITS ZIPPER,635000,1218656775,2810,JP,FRUITS ZIPPER Official YouTube  アソビシステムが、日本で成長を続けてきたアイドル文化を世界に向けて発信するプロジェクト「KAWAII LAB.」より誕生したアイドルグループ「FRUITS ZIPPER（フルーツジッパー）」。  メンバーは、月足天音、鎮西寿々歌、櫻井優衣、仲川瑠夏、真中まな、松本かれん、早瀬ノエルの7名。　  グループのコンセプトは「原宿から世界へ」。 多様なカルチャーの発信地、個性の集まるファッションの街“原宿”から「NEW KAWAII」を発信していく。  グループ名は、「実を結ぶ」という意味を持つFRUITに、「元気を与える」という意味のZIPを組み合わせ、「FRUITS ZIPPER」と命名。「アイドル活動を通して成長し、未熟な種から実を結びたい」「世の中に元気を与えるグループになりたい」という想いが込められている。 
Japan,JP,56,1510,UCePq44qhjfu79yJNy_3wsaA,ネオンch,633000,573198720,2327,JP,こんにちは【ネオン】といいます 【ゆっくり実況】メインで動画投稿しています！  動画は　【火・木・土日】にアップされます！  ◆お仕事の依頼は以下へご連絡ください neonch25@gmail.com  ◆禁止事項 ●動画・配信の切り抜き禁止 ●アイコン・立ち絵等の無断使用禁止 ●動画内に登場するオリジナルイラストのAI学習禁止   【検索用】 ゆっくり実況 ゆっくり フォートナイト フォトナ ネオン ネオンch マイクラ マインクラフト ロブロックス ロブロ ブレインロット  #ロブロックス #フォートナイト #ゆっくり実況 #マイクラ
Japan,JP,57,1533,UCLVNRjDG8lUNc89Zo8WFq1w,TOP4切り抜きチャンネル【公式】,616000,703996093,1208,JP,★火、木→21:00投稿 ★土、日→20:00投稿 ※月、水、金はお休み  【チャンネル】 キヨ　　　　https://www.youtube.com/user/KIYOisGOD レトルト　　https://www.youtube.com/user/retokani 牛沢　　　　https://www.youtube.com/user/ushizawa16 ガッチマン　https://www.youtube.com/user/Gatchman666  【Twitter】 キヨ　　　　　 https://twitter.com/kiyo_saiore レトルト　　　 https://twitter.com/retokani 牛沢　　　　　 https://twitter.com/ushizawa ガッチマン　　 https://twitter.com/Gatchman666  TOP4切り
Japan,JP,58,1539,UCGzTVXqMQHa4AgJVJIVvtDQ,Vivi Ch. 綺々羅々ヴィヴィ - FLOW GLOW,611000,159480428,787,JP,hololive DEV_ISからデビューした FLOW GLOWのメイク担当、綺々羅々(ききらら)ヴィヴィです！💅✨  𐙚₊˚⊹♡ コスメ大好きで日々自分磨き中 𐙚₊˚⊹♡  ✧♡✧♡✧♡✧♡✧♡✧♡✧♡✧♡✧♡✧♡   ◆FLOW GLOW◆ 響咲リオナ/ Isaki Riona ┗ https://www.youtube.com/@IsakiRiona 虎金妃笑虎 / Koganei Niko ┗ https://www.youtube.com/@KoganeiNiko 水宮枢 / Mizumiya Su ┗ https://www.youtube.com/@MizumiyaSu 輪堂千速 / Rindo Chihaya ┗ https://www.youtube.com/@RindoChihaya 綺々羅々ヴィヴィ / Kikirara Vivi   ✧♡✧♡✧♡✧♡✧♡✧♡✧♡✧
Japan,JP,59,1560,UCL34fAoFim9oHLbVzMKFavQ,夜見れな/yorumi rena【にじさんじ所属】,597000,181201042,2227,JP,はじめまして！ にじさんじ所属の【夜見れな】です。  たのしいことだいすき❥ みんなを笑顔できたらいいなっ！ けど、わからないこともあるから・・・たくさん教えてくれると嬉しいです。 げーむ配信、ざつだん配信、メインにやってくよ！  ❥メンバーシップ https://www.youtube.com/channel/UCL34fAoFim9oHLbVzMKFavQ/join  【メンバーシップの内容】 【特典①】名前の隣にチャンネルバッジが付きます　（夜見れな作） 【特典②】オリジナルの絵文字スタンプが使えます　（夜見れな作） 【特典③】不定期で壁紙配布します。 -------------------------------------------------------------------- ❥Twitter https://twitter.com/rena_yorumi  ❥ファンアー
Japan,JP,60,1561,UCmnZL4tFRl4sm-uJOxTLHmg,今日ポケch.,597000,1093539542,1396,JP,ポケモン対戦最強の大人3人で遊びまくっています！  ☎ご連絡はコチラ KYOUPOKEinfo@gmail.com  ✉ファンレター送り先 〒170-0013 東京都豊島区東池袋2丁目62番8号BIGオフィスプラザ池袋1206 今日ポケ　〇〇（出演者名）　宛 ※規格サイズの封筒 (または一般郵便封筒)に同封された形のもののみお受け取り可能です。  -Profile- 🟠バンビー 2連続最終1位(第7世代) / 歴代最高レート所持者(2415)  / 元祖最強VTuber 🟣いろは シングル最終6位(第7世代) / ダブル最終7位(第9世代) / WCS2025年 日本代表 🔵くろこ 最終1位×9回(第8世代) / 最終1位×4回(第9世代) / 歴代最強トレーナー  -Contents- ・動画 ・生放送 ・対戦&交流イベント開催 ・未公開シーンを多数公開中！メンバーシップはコチラから！ 
Japan,JP,61,1564,UCH-lygWpHodDff3iQurnWnQ,加藤純一切り抜き集,591000,1790907179,5608,JP,【概要】 このチャンネルは加藤純一さん本人管理の元で運営しております 
Japan,JP,62,1582,UCqfELxLmasBwYET4ZAMfMqA,がみくん,583000,1038174558,4148,JP,動画を投稿してます。
Japan,JP,63,1602,UCL0R1XeEqXW28FlYznzYVxg,スウィントと上田さん,572000,512770401,736,JP,4歳からの幼馴染同士でゲーム実況をしています。  100万人目指してます。とりあえず動画全部見てください。  スウィントのX→@swintoooooo 上田さんのX→@UEdAsAn__ 
Japan,JP,64,1611,UCoQhX2O93MVTWfgIz-8wOmg,KUNの50人クラフト,564000,542381706,1262,JP,
Japan,JP,65,1616,UCIytNcoz4pWzXfLda0DoULQ,エクス・アルビオ -Ex Albio-,556000,192057742,2048,JP,にじさんじ所属の英雄エクス・アルビオ(エビオ)です！！  【Twitter】 https://twitter.com/Ex_Albio  【Twitch】 https://www.twitch.tv/exalbio_2434  【ファンレターやプレゼント、その他お問い合わせ】 【詳細】https://www.nijisanji.jp/contact  【公式HP】 https://www.nijisanji.jp  【公式オンラインショップ】 https://nijisanji.booth.pm/  ーーー
Japan,JP,66,1617,UCqTGCMjeKOclEEfW8Vs7sXQ,ガッチマンV,555000,159769683,972,JP,ゲーム実況ガッチマンの配信用Vtuberチャンネルです。 （バーチャルの存在っていうかアバターの認識で宜しく頼む） コンテンツは配信が主となります。メインチャンネルで遊ばなかったゲームや以前に動画にした ゲームなんかも配信でまた遊びたいと思います。   ガッチマン本チャンネル→http://goo.gl/bbSz68 ガッチマンTwitter→https://twitter.com/gatchman666  ★★★★各種ハッシュタグ★★★★ ファンアート→　#画ッチマン　　　（見てます感謝！ サムネイル用→　#動画ッチマン　　（使わせていただきます！ LIVE用　　　→　#ガッチライブマン（後で確認してます！  どんどん使ってくれよな！   ガッチマンV　　　　　  イラスト/モゲラッタさん  　   @mogelatt サイバー忍者フォーム　 デザイン/Go Takahashi さん　@
Japan,JP,67,1621,UCW8Q9LBGGBgK6a-u0C0h95A,KAWAII LAB.,553000,535494023,619,Unknown,The official YouTube channel of KAWAII LAB.  日本のポップカルチャーを牽引するアソビシステムが、日本のアイドル文化を世界へ発信するプロジェクト「KAWAII LAB.」 
Japan,JP,68,1657,UCZetZElUvdElPrcstRjl9DA,加藤純一ロードショー,529000,459724565,1076,JP,当チャンネルは加藤純一本人の管理下で運営しています。 権利関係等問題がありましたらTwitterDMからご連絡ください。 https://twitter.com/junroadshow 
Japan,JP,69,1666,UCWprqhsiw88d-j07y7mETXw,大森元貴 / Motoki Ohmori,526000,93881799,64,JP,
Japan,JP,70,1668,UC070fhnqq38qNhqHm5rxTcQ,令和ちゃんねる,524000,459860273,3794,JP,ゲームやってます。目指せ脱サラ。  Twitter→ https://mobile.twitter.com/llTwkWRfvnWZ1Lh
Japan,JP,71,1678,UCwrc-D2yr6tOhtH7G5UoJeA,メメントリ【青終高校遊戯部】,522000,740068066,3003,JP,"「こちらに来て、一緒に遊ぼう。」  青終高校遊戯部、通称「メメントリ」。 「青終高校」は、""呪い""を抱え""みんな""になれない人間がインターネットを通じて集まる仮想の高校。 「遊戯部」ではゲーム実況を中心に""呪い""を愛し合える仲間を創るため、日々""遊んで""います。  目標は「さいたまスーパーアリーナで3万人の部員と遊ぶこと」。  あなたにも素敵な""呪い""があるのなら、入部しませんか？  ▼公式Xアカウントはコチラ https://twitter.com/mmntr_official  ▼公式TikTokアカウントはコチラ https://tiktok.com/@mmntry3   ▼メメントリ【青終高校遊戯部】メンバー __________________________________________ はるてぃー（リーダー,遊戯部部長） ■YouTube：https://youtube.c"
Japan,JP,72,1697,UC-Cuw7QXLjJd1lFQzp5AP-w,さんちゃんく！,511000,346204256,781,JP,切り抜きなどのガイドラインは公式HPをご覧ください↓ 
Japan,JP,73,1707,UCe3uJZIjfYwNNR0S6W3GvEA,アイドルマスターチャンネル,505000,337239283,4573,JP,「アイドルマスターチャンネル」（#アイマスch）とは YouTubeでプロデュースがもっと楽しくなる！すべての「アイドルマスター」 プロデューサーさんたちの集う場所 アニメ配信やゲーム情報、YouTubeオリジナルコンテンツ等をお届けします！ チャンネル登録お願いします！  THE IDOLM@STER Producing on YouTube becomes more fun!  ©窪岡俊之 THE IDOLM@STER™& ©Bandai Namco Entertainment Inc. 
Japan,JP,74,1729,UCQOsS5I8mof9H33QH4j49nA,tttcheekyttt,493000,278662938,2808,JP,チーキーです！  チャンネル登録、高評価お願いします 【所属】@SBI_eSports  プレゼントや手紙の送り先はこちらになります 〒106-6015 東京都港区六本木1-6-1 泉ガーデンタワー15F  SBIネオメディアホールディングス株式会社 cheeky（チーキー）宛  (実績) Apex Legends Ranked Predator 最終順位 日本1位 7回 PC世界最速プレデター5回 プレデター１桁15回 9連続PCプレデター世界1桁維持 タイマン日本最強決定戦　優勝  Destiny2 Esports 4k、2k公式世界大会優勝   [使用デバイス] コントローラー: BIGBIG WON Rainbow3  左スティックショート凹み　右スティックロング凹み　背面 M1× M2⚪︎ショルダーM3◻︎ショルダーM4△ フリークエイムリング無し Gaming PC : AMD
Japan,JP,75,1731,UC8bERoOgLnuxltdYKqKUcpA,【 ぴこみんず 】,492000,441840891,427,JP,「面白いマイクラストーリー」を更新しています♡ チャンネル登録よろしくね🥹💖   みんなの心が元気になるようなコンテンツをお届けします💫   お仕事の依頼はこちらから→poppins.cocotama@gmail.com  効果音⇒びたちー素材館「Music is VFR」 効果音ラボ　フリー効果音素材 くらげ工匠
Japan,JP,76,1736,UCO-Ah_K161Ky1y65-o0y6mg,スパーキン神コロ,487000,719927870,6314,JP,どうもスパーキン神コロです ドッカンバトルの動画が多めです チャンネル登録よろしく
Japan,JP,77,1738,UC61K1rlTcu3whbzjlHIa2dA,さんど。【よろずや】,486000,298643078,1329,JP,次の目標はチャンネル登録者『50万人✨』  このチャンネルでは、学校をテーマにした動画やよろずや部で起こる不可解な現象を動画にしていくよ！  🍭よろずや部とは...🍭  依頼が来ればどこでも、なんでもやる！部活動です✨ 学校の成績がアホすぎて、ボランティア活動をして成績をあげようとしているが... いつもとんでもない、依頼や人が現れて事件に巻き込まれてしまいます😅  ◆お仕事のご依頼は下のメールアドレスからお願いします◆ contact@anyz.co.jp  ★SNS★ 『Twitter』 メイン・https://twitter.com/sandwichzamurai (@sandwichzamurai) サブ　・https://twitter.com/sand_is_GOD (@sand_is_GOD)  『Instagram』 ・sandwichzamurai.sando  『Tik
Japan,JP,78,1757,UCi_AquB9uaI3-9xXkuWG7IQ,BE:FIRST Official,470000,1131340570,955,JP,BE:FIRST - SOTA / SHUNTO / MANATO / RYUHEI / JUNON / LEO  2021年、SKY-HIが起業したばかりの会社BMSGで主催したボーイズグループオーディション「THE FIRST」から生まれた、6人組ダンス＆ボーカルユニット。  それぞれが歌・ダンス・ラップに対して高いクオリティとポテンシャルを持っているのと同時に、作詞・作曲・コレオグラフにまで発揮される音楽的感度の高さ、そして六者六様の個性を持った華やかさ。  ｢BE:FIRST」と名付けられたこの6人組が、日本、アジア、そして世界へと向けて偉大なる最初の一歩目を踏み出す。 
Japan,JP,79,1763,UC6WFKwYptsxVue56Lx218vg,小柳ロウ / Koyanagi Rou【にじさんじ】,465000,164380423,726,JP,にじさんじ所属 白狼の小柳ロウ（Koyanagi Rou）です。  【Twitter】https://twitter.com/Rou_2434 【公式HP】https://www.nijisanji.jp/ 【公式Twitter】https://twitter.com/Nijisanji_app 【お問い合わせ】https://www.nijisanji.jp/contact/  ※未成年者の視聴者の方々は、下記リンク先の注意事項もご覧ください。 https://www.anycolor.co.jp/notice-for-minors  
Japan,JP,80,1764,UCWV9E1l5YItrPEAWHoNmieQ,赤見かるび / Karubi Akami,464000,229075544,1512,JP,かるびだじょ～ 
Japan,JP,81,1769,UCkXHXfsJR2HCBEn-quRaFHw,笑顔ニコ ,459000,300418755,1712,JP,基本的には毎日投稿を心掛けています。  ネタ、解説、攻略メインのゲーム実況を投稿します。  エンディング曲 「笑顔のテーマ」【楽曲提供（株式会社 光サプライズ）】 
Japan,JP,82,1789,UCQEkOgWa0ui-AAhLp--ugeQ,SILENT HILL f を本人がやります,446000,24881809,21,JP,I have an iron pipe.
Japan,JP,83,1815,UCMFzkc3RujclrXuvm59afPA,ぶゅりる,432000,303399627,2516,JP,  
Japan,JP,84,1825,UCWnQDjlXTLDyYowc3LaHyJQ,柊ツルギ / Hiiragi Tsurugi,426000,323254555,1034,JP,Twitchで配信しています！毎日面白い配信を心がけています。  ----------------Twitch---------------- https://www.twitch.tv/hiiragitsurugi/about  ----------------Twitter---------------- 配信告知はツイッターで必ずするよ！ https://twitter.com/HiiragiTsurugi  ------------------タグ------------------ ・イラストタグ：#ツルギアートオンライン  ▼Neo-Porte公式Twitter 　https://twitter.com/NeoPorte_info ▼Neo-Porte公式HP 　https://neo-porte.jp/ ▼お問い合わせ 　info@neo-porte.jp   
Japan,JP,85,1826,UCWvr04hMa4k4wSilYcQ4qoA,キャベツの人【ゲーム紹介】,426000,274342035,1080,JP,主にゲームの紹介をしているキャベツの人と申します。 ゲーム紹介依頼や企業案件などは下記のgmailよりお待ちしております kyabetsuhuman@gmail.com  
Japan,JP,86,1840,UCdkVEDVAW5aFmA-Mkz0lAFQ,ひたまゆ。,415000,494307708,2997,Unknown,どうもーひたまゆです！！！ ぜひよかったらチャンネル登録よろしくお願いします！！！ チャンネル登録が増えるとひたまゆはとてもうれしいでございますよー！！！  おすすめ動画はこちらから！ こちらおすすめですよー ①https://youtu.be/JVhZv3TlLKs ②https://youtu.be/SH-KkDE9RH4 ③https://youtu.be/eGON90-6laI  twitter https://twitter.com/6Yubue0Z5cMcOW0 
Japan,JP,87,1841,UC55Ugnz0PjMsfyZ1LCFDZTA,やまだちゃんねる,413000,425845302,4654,JP,やまだのゲーム実況&バラエティ動画配信チャンネルです。ポケモンGOを中心に様々なゲームを配信。   
Japan,JP,88,1858,UCWPDq5P9K2hNKFaN5WSfclw,HANA official,407000,1123525549,305,JP,"BMSG × CHANMINA GIRLS GROUP AUDITION PROJECT 2024 ""No No Girls"" から誕生した『HANA』。  CHIKA, NAOKO, JISOO, YURI, MOMOKA, KOHARU, MAHINAからなる、7名組ガールズグループ。 "
Japan,JP,89,1862,UCrcqCDrC5nn-8KrbzUNrvSA,ナカイドのゲーム情報チャンネル,405000,245718234,737,JP,ゲームに関する最新情報をお届けします。 クリアレビューや気になるニュース、サービス終了の理由、業界の裏話など。  お仕事のご連絡：nakaido0913@gmail.com 中国お仕事のご相談：nakaido_youdao@163.com  
Japan,JP,90,1876,UCqeAYB1DMzfM-hG-Up52yNQ,つるおかかものはし,394000,404101054,3877,JP,今一番楽しいと思うことをやる。 【生放送】https://www.twitch.tv/turuokamonohashi 【Twitter】 https://twitter.com/turuokakamo 【Eメール】 turuoka64_1111@yahoo.co.jp
Japan,JP,91,1888,UC7ynNM3oB3jhY_e3TxED7_Q,ごには / goniha,390000,490679000,993,JP,太鼓の達人プレイヤー兼YouTuberのごにはです。  ■プロフィール 年齢：27歳 太鼓歴：17年 最高段位：金達人（ニジイロVer.段位道場2024）  ■出演実績 【地上波】 - TBSテレビ『THE神業チャレンジ』太鼓の達人 コーチング役（2025/02/16）  【eスポーツイベント】 - 東海4県 小学生ドンカツマスター決定戦（2022/09/07） - 知多半島eスポーツフェスティバル（2023/02/18） - ぎふeスポーツ交流会2025 太鼓の達人部門（2025/09/13） - 東京eスポーツフェスタ 2026 プレイベント in 多摩（2025/11/08）  【大会／実況解説】 - おうちでドンカツ！太鼓の達人eスポーツ オンライン大会！（2020/08/30） - 太鼓の達人 小学生ドンカツ王決定戦！2024（2024/12/20） - 『太鼓の達人 ドンダフル
Japan,JP,92,1890,UCUQpm2XAEb0mmIrlal_Pvmw,レウンGameTV,388000,333309929,920,JP,どうも、レウンGameTV (ゲームティービー) です！任天堂ゲームの細かすぎる小ネタ・検証・考察をレウンくんが解説するチャンネルです。  「こんな小ネタ見つけたよ！」「こんな検証やって！」 という情報や企画アイデア、リクエストなどがあれば 動画のコメント欄や下記リンクのTwitter（X）のDM もしくはメール等に送ってもらえると助かります！ （DMやメール返信は遅めorできない場合も多いですがご了承ください。。）  【あつ森 夢番地】7652-1643-8263 (エマッグ島）※未完成  【 Mail 】rgametv0106@gmail.com  ※お仕事のメールやDMに関しては、基本的にお受けできる場合のみ一週間以内に返信させて頂いております。返信できない場合もありますが、ご了承いただきますようお願いいたします。
Japan,JP,93,1911,UCL72kYW8XK4R61kp1R9K69Q,しろ,380000,375155732,2445,JP,生きるために必要な事以外の時間は、ゲームをやっています。  ▼Twitter https://twitter.com/shiro_gw  
