Global Rank,Channel ID,Channel Name,Subscribers,Total Views,Total Videos,Country,Description
894,UC6C1dyHHOMVIBAze8dWfqCw,GameStar,1580000,1612546269,11039,DE,"Seit 1997 ist GameStar die erste Adresse für PC- & Videospiele – vom Heft zur reichweitenstärksten Website für PC-Spiele in Deutschland. Wir haben Instagram & TikTok durchgespielt, liefern die besten Twitch-Streams von allen Gaming-Events und machen Europas größten redaktionellen Gaming-Channel auf YouTube.  Das Impressum und Anschrift der Betreiber von GameStar.de nach Vorgaben durch § 5 TMG und "
895,UCspv01oxUFf_MTSipURRhkA,Kanae Channel,1580000,896800077,4603,JP,にじさんじ所属ライバーの叶です！ ほぼ毎日生放送をしています！ 告知なく始まる配信も多いので通知をオンにして遊びにきてくれると嬉しいです！　  ＿＿＿＿＿＿＿＿＿＿    ▱ 公式プロフィール  突然天使の如く舞い降りてきた超癒し系男子。 そして猫のクッションを両手で抱っこしている。話し方もふわふわしている。 学生のように見えるが何をしているかは不明。 甘いボイスで、聞いているこちらの心が洗い流されるようなトークを繰り広げる。  ＿＿＿＿＿＿＿＿＿＿   ▱ メンバーシップについて  〈 特典① 〉お名前の隣にオリジナルバッジが付きます！ 〈 特典② 〉限定スタンプを使って配信を盛り上げることができます！ 〈 特典③ 〉不定期メンバー限定配信を視聴することができます！  ＿＿＿＿＿＿＿＿＿＿   にじさんじ公式HP：https://www.nijisanji.jp Contact form
896,UCpNmFOSrkfqsmc37_UrCbZA,Mary Games,1580000,257672166,1016,BR,"Oii plantinhas, tudo bem com vocês?! Sejam bem vindos ao meu canal de jogos! Escolha sua playlist favorita e se divirta comigo 🧡  Livre para todos os públicos.  Me Siga Em Outras Redes Socias 🤗👇   Instagram: https://www.instagram.com/marygames__ @marygames__  TikTok: https://www.tiktok.com/@marygames_ @marygames__  Contato para parcerias:✉  👇 Contact for partnerships:✉ Tik Tok, Instagram ou Email "
897,UCoOsci-fdp3St8RMlaDZVBA,B3shr,1580000,463220463,1020,EG,بحب ألعب و أعمل فيديوهات .. بس كدة !! ❤️🎮
898,UCK3gKjp6GA9vaR372gFUd4Q,Aslano,1580000,855499018,1456,EG,قناة اصلانو 
899,UCW6SLCuRXuUFWbQH563D0Hw,EliasN97,1560000,648353764,2065,Unknown,"Impressum:  Elias Nerlich, inhaltlich verantwortlich nach § 18 Abs. 2 MStV  C/O Athletia Sports GmbH  Susanne Ulhaas  Richard-Byrd-Straße 31  50829 Köln Deutschland  E-Mail: hello@athletia.net  Telefon: +49 221 35 554 -0 USt.-ID: DE345490710 Aufsichtsbehörde nach § 5 Abs. 1 Nr. 8 DDG: Landesanstalt für Medien NRW "
900,UCKQ5Jj35sjTmJigRtlCPhVQ,ComicVerse,1560000,540875322,1410,IN,"A Superhero, Pop culture nerd. Mister Doctor.. It's Strange.. "
901,UC2gufCjSyNihNbOEZE50bwQ,JudeLow,1560000,656531915,355,Unknown,I like to mess with people Authentic MC content that Isn't overedited brainrot  Buisness: JudeLowB@gmail.com   If I don't respond just reach out on discord: https://discord.gg/bHWxRAp4eq
902,UCxip5Y2WpH9nJIU2n9dIb4Q,DOMINATOR YT,1550000,219897069,866,IN,"Hi Gamers,  I'm NARENDRA Here you will see me playing PC games and Mobile Games having some fun.  I Playing Free Fire, Call Of Duty Mobile, Pubg And GTA 5 With You On DOMINATOR YT Channel.  Fully Indian Gamer With Telugu Commentary   For Business / Promotion Enquirys domibiz06@gmail.com"
903,UCo6xy_aqhmO2A4oZZs7vt7g,Gürol Çalışkan,1550000,637858952,3186,TR,"Merhaba, ben Gürol! Bu kanalda Türkçe dilinde yetişkin bireyler için hazırlanmış, eğlenceli Minecraft videoları bulabilirsiniz. Kanalımın en sevilen serilerinden biri olan Zengin VS Fakir Hayatını ve onların Minecraft Maceralarını lütfen izlemeyi unutmayın. Videolarımı beğendiyseniz ""like"" atabilirsiniz. Ayrıca kanalımızı takip ederseniz çok seviniriz. Videolarımı kaçırma derim! 😂  BİLGİSAYAR ÖZEL"
904,UCk-hrmSLwSsp4OE_s5f1_Sg,BOXX MUSIC,1550000,2054442992,1153,TH,Boxx Music  Urban Pop Music Label & Community  Contact Us Boxxmusicrecords.com boxxmusicrecords@gmail.com  Contact For Work ▶ ติดต่องานจ้าง (โทร) : 062 494 9583 ▶ ฝ่ายประชาสัมพันธ์ (โทร) : นัท 083 039 6975 ▶ Marketing Campaign (โทร) : แต้ม 091 803 8820  ▶ ต้องการ cover เพลงนี้ ส่ง E-Mail มาได้ที่ : muzikmove.publishing@gmail.com
905,UCCysVdGR-KuHxDvZuA8c6mg,Nguyễn Thái Học Official,1540000,854525033,171,VN,"""Người kể chuyện bằng Âm Nhạc"" ▶ More information about Nguyễn Thái Học : https://www.tiktok.com/@nguyenthaihoc38hatinh https://www.facebook.com/thaihoc38hatinh/ https://www.facebook.com/thaihocsinger/ https://open.spotify.com/artist/6BnKArbWE6Il0AyLJdvUxy https://www.instagram.com/thaihoc38_/ https://www.threads.com/@thaihoc38_ http://metub.net/nguyenthaihoc https://zingmp3.vn/Thai-Hoc "
906,UCKJTZ-XqjoGz8hwwq1vz7WQ,Montevideo Music Group,1540000,1515483884,3615,UY,"Montevideo Music Group es una companía discográfica independiente, caracterizada por promover, desarrollar y difundir diversos géneros musicales. Dentro de nuestros géneros favoritos encontrarás el Rock, MPU, Folklore, Canto Popular, Cumbia Pop, y el género tropical en todas sus facetas.  Somos la companía de #buitres #TabareCardozo #JaimeRoos #RubenRada #ChalaMadre #OnceTiros #Niquel #PepeGuerra "
907,UCedicLbmN_7vPUmPXlvKPFg,General Sam,1540000,481556026,948,US,i make video. u watch video. 
908,UCmG2EhfOwSjpPMX4LjGY__A,KairosTime Gaming,1540000,607989326,1468,US,"I'm KairosTime, and it's TIME to BRAWL! I Freaking LOVE Brawl Stars and I want to share my love for the game with YOU! Come join the fun and check out my content!   Brawl Stars is an EXTREMELY entertaining game! It requires fast reflexes, solid strategy, and a love for fun! If you have these things, you're definitely going to want to play Brawl Stars!   If you're ready to Brawl, the Time is now!  "
909,UCypasri70U7xSQW0oGI4Vtg,AidenShow,1530000,368611150,2385,FR,"👋 AidenShow, c’est une chaîne dédiée à l’univers GTA 5 & GTA 6. Je te propose : ✅ Des vidéos fun et dynamiques ✅ Des concepts originaux ✅ De l’actualité et du contenu exclusif sur GTA 6 ✅ Du gameplay, des défis et du divertissement  🎯 Objectif : te faire kiffer chaque vidéo et évoluer ensemble. 👉 Abonne-toi, active la cloche, et rejoins la team qui ne rate aucun délire ! #AidenShow #Aiden #TeamLaS"
910,UC8SgRXq0LhLrdcBZ-eLUumA,TurboBlox,1530000,707703660,927,ES,Bienvenido al canal de Roblox de xTurbo! 
911,UCBaYSqnXbF0AxYOzCuunnZA,Kare Kafa,1530000,473000601,1141,TR,"Selam Kare Kafa kanalında herkes için hazırlanmış, Minecraft oyun videoları ve Türkçe Minecraft videoları izleyeceksiniz. Kare Kafa ile birlikte Eğlenceli Minecraft Videoları ile beraber olacağız. Minecraft zengin ve fakir, zengin vs fakir, Minecraft vs, Kerem komiser, Tepegöz, Bebek tepegöz göreceksiniz.  Abone ol ve ailemize katıl.  İş görüşmeleri için : tugrulkaan299@gmail.com #zenginfakir #Min"
912,UCLm85ASz0gDwLr6KAPc8zWg,SenpaiUnlimited,1530000,246193136,442,IN,Yoo! I'm Senpai Idhar full moj masti karenge  For business enquiry - business@teamsenpaispider.com 
913,UCcr9b4cbsnNYkezZZwsq6Sw,Cade,1530000,553657565,2148,ES,"Muy buenas! En mi canal podeis encontrar contenido especialmente orientado al terror y el misterio.  Aqui os dejo mis redes y comentar tambien, que siempre siempre lo primero que mirare seran los comentarios de youtube!  Puedes escribirime aqui: cade.contacto.oficial@gmail.com  Sigueme en Twitter: https://twitter.com/Cade_YT Sigueme en Instagram: https://www.instagram.com/jorge__gallardo/  No os c"
914,UCUmC7gXciukRv73CQRQ5QGQ,BMTHOfficialVEVO,1530000,2097231064,116,Unknown,"Bring Me The Horizon on Vevo - Official Music Videos, Live Performances, Interviews and more..."
915,UCR86w7GYzQhYJvNHO5QeUzA,IMTIYANO,1530000,583423669,177,IN,Aage sa aalu dalunga....picha sa sona niklaga!  Welcome to my channel [ IMTIYANO ]   This channel is based on entertainment purposes and nothing else...  { Love U Guy's }     Email For Business Enquiries     [ workwithimtiyano@gmail.com ]                                  Thank You For Visiting... 
916,UCKBqv7Cc5ptUsSQ9Aa02D-w,RBT,1520000,662559967,4026,US,im just bein silly lol
917,UCN5oT4zGJX-_H6pE5isAEeg,군림보,1520000,5147499072,7448,KR,안녕하세요 군림보 입니다  생방송 : naver.me/G5JOe5c8 e-mail : grb@sandbox.co.kr Instagram : rnsflaqh_ 
918,UCUgA8t4DaUt50fvL79oF5wA,Shivang Mini,1520000,614072857,934,IN,Hioo It's me your gamer boi Shivang....  Business Inquiry Email - Shivangminibusiness41@gmail.com  
919,UCo8M6gYmOeVWe3mvdbZDJNA,oCMzExtra,1510000,176208607,312,SA,حياكم الله في قناتي الثانية راح انزل فيها : ( قيمنق - مقاطع شاطحه - ردات فعل - بثوث كامل )
920,UCSE_fe7NVO4tzpXHc7obLuQ,Fir SSJ,1500000,365079466,879,GT,Pequeño guerrero que piensa ganarle a la vida a los puños
921,UCOYBtBZtz0xVraIhB_rhEnw,Mkamel,1500000,327887141,757,EG,احم احم احم انا محمود كامل المهنه بحب افرح اي حد مهما كان سنه  للتواصل والاعلانات : mkamelbusiness1@gmail.com ❤🔥  اسمي في ببجي : Mkamelg  متنساش بقي دعمك ليا بلايك واشتراك :)  سُبْحَانَ اللهِ وَالحَمْدُ للهِ وَلا إِلَهَ إِلا الله وَالله أَكْبَرُ وَلا حَوْلَ وَلا قُوَّةَ إِلا بِاللهِ
922,UCiTydOPjFaDTkdygnFxAdaQ,Alphastein,1500000,942921779,2936,DE,"bin Alphastein.  hier gibts Minecraft Lucky Block Bedwars und viele weitere Mod Videos mit coolen Mods wie Whos your daddy oder cops and robbers oder gefängnis und Stadt. Das ganze mache ich mit meinen coolen Freunden wie schmockyyy, Rippeax aka. Ente, iCrimax, Eiti, rewinside und so weiter :)  Impressum: Water GmbH c/o Alphastein Adolf-Silverberg-Str. 37a 50181 Bedburg Business Manager: Jakob Rog"
923,UCCMwbDE5fROfUq5xS9rS91w,Sanamluang Music,1490000,1566466245,1469,Unknown,"GMM Music PLC สนามหลวงมิวสิก สนามสนุกของคนรักดนตรี ที่เปิดโอกาสให้ศิลปิน สร้างสรรค์ผลงานได้อย่างเป็นอิสระ  ศิลปินในสังกัด Apartment Khunpa , LEMONY , Vitamin D from The Sun , Kalipse  ติดต่องานแสดงของศิลปิน : 02-669-8116  หรือ  https://www.facebook.com/SanamluangMusicOfficial  แจ้งลิงก์ละเมิดลิขสิทธิ์ได้ที่ sanamluangmusic@gmail.com"
924,UCqB9gBQc9AxUm7NlCpE48JQ,Betosky,1490000,379351699,1267,GB,¯\_(ツ)_/¯
925,UCOxQWb-OuyCSZadzWqrKTCQ,БУЛДЖАТь,1480000,672824854,497,RU,"Видеоигры, ММО, истории, обзоры и вертолеты  № 5032362282 "
926,UClNdVSK1uy2xFHTaXZYXopw,らっだぁ,1480000,1942510059,2415,JP,2010/09/18からニコニコで生配信開始 2016/10/01からちゃんと動画投稿開始  お仕事系はこちら→https://forms.gle/mMPfehMAtLPzyk8S7 ※現在グッズ制作の依頼、番組出演は受け付けてませんm(__)m 視聴者さんは何かあったらリプライで
927,UCUYuhIresv9FcAakz3nUy7A,BANG BOY GAMING,1480000,675649464,2040,ID,"CHANNEL BANG BOY GAMING MEMAINKAN SEMUA GAME ROBLOX GAME ROBLOX BROOKHAVEN ROLEPLAY, ROBLOX SIMULATOR, ROBLOX TYCOON, DAN SEMUA GAME ROBLOX YANG TENTUNYA BISA MENGHIBUR KALIAN SEMUA. AYO SUBSCRIBE BANG BOY GAMING DAN ADD BANG BOY GAMING DI ROBLOX. AGAR KITA BISA BERMAIN BERSAMA DAN MEMBUAT KONTEN YOUTUBE GAMING ROBLOX INDONESIA BERSAMA BANG BOY GAMING.  "
928,UCN9iOYgsAVWFsBvljcU7Osw,Senor,1480000,383251136,959,SA,القاحي سينور
929,UCBqalI5VVdkpOv9WE38RuvA,A JECT PRo,1480000,970460420,2701,TH,นี้เป็นช่องย่อยมาจาก Project G.U นะครับเกี่ยวกับงานที่เอาไว้เล่นเกม  ----- ติดต่อผมในช่องทางอื่นๆ -----  LINE ID : @420jcqgt      A JECT PRO : ช่องเเคสเกม  https://www.youtube.com/channel/UCBqalI5VVdkpOv9WE38RuvA  ฺB STORY GAME :  ช่องทำเกมให้เป็นหนังให้มีเรื่องราว https://www.youtube.com/channel/UCLT1RU6VrAAVAY0Y6TP2dZA?view_as=subscribe  facebook เพจ : https://www.facebook.com/A-ject-PRo-1143812
930,UC8m3yvwQYIwAvYJRkc8rBSQ,polman,1470000,481465383,2807,ES,"Soy polmanzan y este es mi canal secundario, bueno ... aquí soy polman"
931,UCS2p3JaueEmjtKac3Cb0Fqg,Malkoo Studio,1470000,417588137,162,PK,"Malkoo Studio Youtube Account is managed by #MalkooStudio Team. All Youtube Copyrights reserved.  Malkoo Studio Pakistan features the best of Pakistan music by bringing together some of the finest singer, musicians and composers and giving them a platform to celebrate Pakistan’s rich musical heritage. Encompassing all genres of music; from punjabi, Bhangra, Saraiki, Hip Hop to Rock and Pop Music, "
932,UCu9sYmfPNydPJFqLLTdmxvA,KOT4Q,1470000,634393316,2164,US,
933,UCO1ITICo8MLHGAXR1uzFwjA,OneyPlays,1460000,1221935996,4097,US,This is my Gaming/ALT where I'll upload Gaming videos and whatever I wan't and you're not allowed to complain at me about it hehehe.
934,UCnGzJIUgwZmvixL5WzxIwbg,LUCREW,1460000,688813398,1463,DE,"Hallo, mein Name ist auch Luca.  Impressum:  Luca Scharpenberg Garzweilerweg 14 D - 50829 Köln  Telefon: +49 15118480572 Mail: info@laserluca.com "
935,UCwTidudFh8wlgSk1gsMys2Q,Migo9,1460000,696623669,1930,AE,اتمنى اقدم حاجه تعجبكم 😍😘 بحبكم 💛 #احنا_الجامدين
936,UCpaVNr8lkGvdWMvjzfjD37Q,WannaBe,1460000,684880231,1929,DE,"Schön das Du es auf meinen Kanal geschafft hast.  Auf diesem Kanal findest Du wöchentlich Videos zu Fortnite Battle Royale. Falls Du Anregungen oder Verbesserungen hast, lass es mich gerne in den Kommentaren wissen.  Lasst gerne ein Abo da!   Impressum: WannaBe c/o Werneburg Internet Marketing und Publikations-Service Philipp-Kühner-Straße 2 99817 Eisenach  Nur für geschäftliche Anfragen: Kontakta"
937,UCdyC8mXHJ-B3Ttc6nChJaaw,Pennem Star,1460000,195385685,325,Unknown,HI FRINDS THIS IS PENNEM  WELCOME TO OUR CHANEL PENNEM STAR  THANX FOR VISITING PLEASE LIKE SHARE  PLEASE SUBSCRIBE  for busiiness contact mpgarmy007@gmail.com 
938,UCq-ICTdD_FcX8T5xd8lPlhg,Vũ Liz,1460000,443147900,4160,VN,"Chào mọi người, mình là Vũ Liz   HÃY nhấn ĐĂNG KÝ để theo dõi những video mới nhất nhé !  "
939,UCsfwuKYRy5Pus4Tsx0fsAng,Дрымский,1460000,698734046,2662,RU,"был Дмитрий Крымский, стал Дрымский🤝 "
940,UCc1sAhdaLjfJi11X1awO-yg,Operación Triunfo Oficial,1450000,2614869838,16949,ES,"Canal Oficial de Operación Triunfo, en exclusiva en Prime Video. 💙🎶  Disfruta en DIRECTO de la Gala 1 👉🏻 https://bit.ly/OT2025Gala1  💙✨ Disfruta de todo el contenido oficial de OT 2025: Canal 24 horas, resúmenes, actuaciones.. y ¡muchos más contenidos! "
941,UCBUDTDZo0QenO5ou_Ik3cTQ,Nguyễn Khả Khánh,1450000,185102710,359,VN,Cảm ơn tất cả các bạn đã luôn luôn ủng hộ và đồng hành cùng mình nhé ^^
942,UCnnUozIhtK9k_ubGIo8J3FQ,Casquey,1450000,1339946174,2531,FR,Bienvenue sur ma chaîne principale ! 💌 Mail pro : casquey@cultureg.eu 
943,UCUbOogiD-4PKDqaJfSOTC0g,테스터훈 TesterHoon,1440000,2014903656,4946,KR,[문의는 이메일로 부탁드립니다.] 📩 이메일 : tester_hoon@naver.com
944,UCF3gRq4LbNVVR8QfFUyyTCg,Flush,1440000,523927430,616,US,Exploring the WEIRDER / DARKER side of Roblox and other VIDEO GAMES... 
945,UCDa8HbNrmkFhKKOeiB7JaRw,Teo,1430000,653401268,2015,SE,I do funny gaming videos of all sorts of games! Enjoy your stay! business: teo@mythictalent.com
946,UCCJ-NJtqLQRxuaxHZA9q6zg,HandOfUncut,1430000,831167390,2718,DE,"Hey Leute, ich bin Max aka HandOfBlood und mache viel Richtung Gaming. Dies ist lediglich ein Zweitkanal. Zum Hauptkanal geht es hier entlang: https://www.youtube.com/user/HandIOfIBlood  Neben Gameplay findet ihr dort auch mal einen Kurzfilm, Vlogs oder andere spontane Einfälle.   Unten seht ihr alle nützlichen Links die von Interesse sein könnten.  Facebook und Twitter nicht vergessen, denn viele"
947,UChvOLOXJLQrUW_g9wvYAVLw,Slimane,1430000,931438709,101,FR,En concert à la Salle Pleyel à partir du 14 mai 2026  
948,UCFqyJFbsV-uEcosvNhg0PaQ,Sony Pictures India,1430000,955799803,3594,Unknown,"Official Youtube channel of Sony Pictures India. The house of Spider-Man, Jumanji, Bad Boys, Venom and other blockbusters!"
949,UCGShu88Lh2ZAtXX0qbV9fXA,CryingMan,1420000,539264484,1309,US,
950,UC7ftRUwi1ATCCEQhD-WPXFg,Baby DeL,1420000,696844088,2261,ID,
951,UC5ig0ubThGbS1sVlexAQySw,Slushy Noobz,1420000,215996815,217,Unknown,Pick your bias  mgmt ashley@peterandfish.com 
952,UC9unpsMUkOGDIMraqBfZtYg,Dunsin Oyekan,1420000,339499232,280,GB,"Dunsin's life is dedicated to bringing the God dimension into the world through sounds imparted to him by the Holy Spirit. His passion is worshipping Jesus and leading others closer to Him through music. For over two decades, he has birthed revelationary songs, sang in choirs, and served as a music director. He is a full-time worshipper who has released  Six albums — ‘Code Red’, ‘Kingdom Now’, ‘Th"
953,UCH4yRBPH2pDUjPeqomx8CTQ,てるとくん,1420000,622692306,2023,JP,今年の目標はチャンネル登録者150万人！『毎日楽しい動画』を届けるよ！✨ みんな応援よろしくね🥰✨✨  ⑅∙˚┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈˚∙⑅  ▽動画投稿 基本17:00に投稿！ ▽ライブ配信 たまにライブ配信するから通知オン🔔よろしくね！  ⑅∙˚┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈˚∙⑅  ～てるとくんとリスナーさんの思い出～ ✧2017年✧ 12月04日　チャンネル設立✨ 12月29日　初動画投稿！📸 ✧2018年✧ 3月31日　登録者数1万人🐾 ✧2020年✧ 3月31日　本格的にゲーム実況スタート！🎬 8月24日　登録者数10万人🍎 11月23日　初急上昇入り↑✨ ✧2021年✧ 8月08日　登録者数20万人🍓 ✧2022年✧ 7月25日　登録者数30万人🍋 ✧2023年✧ 1月12日　毎日投稿スタート！💖 7月01日　登録者数40万人🍒 8月
954,UCoBL6aCpzksBQNt5fDjr6ig,YED SHOW,1420000,839993015,693,TR,YED SHOW a hoşgeldiniz. Bu kanal Burçin yani benim tarafımdan oluşturulmuştur ve denetimi benim tarafımdan yapılmaktadır.   Videoları çekerken biz çok eğleniyoruz. Sende videolarımızı seviyorsan durma aramıza katıl Abone olmayı unutma !  İrtibat & İşbirliği: yedshow2019@gmail.com
955,UCOfyvsftRqM5yyqpT392b4A,Dash Roblox,1410000,853656580,1288,Unknown,
956,UC3wXNek0WLlrsirz2oz-UEQ,Knarfy,1410000,206588965,372,US,"Wholesome Chaos created by a Teddy Bear!  Breaking, Coding, and Analyzing Minecraft with your Dumb Ideas.  📄 Business Inquiries Only: business@knarfy.com  🎙️ Discord Server: https://discord.knarfy.com  👕 Check out the Merch Store!! ► https://store.knarfy.com/  Want even more Knarfy Content? ► Check out https://www.youtube.com/@KnarfyToo (Maps, Edits of Streams, and literally just more of what happ"
957,UCTMqfzLAOMqVUEyj9qW1vCw,Memeio,1410000,268571455,498,AU,Your favourite nasally Rust player.  Subscribe today.  
958,UCg0EF-YK13CmKxO8k_isjYQ,Taalboys Vision,1410000,548163045,5741,IN,"Music Production Network Taalboys Vision ......................................................................... Taal boys Vision is One of the leading Music company  dedicated for malayalam music albums, It was established  on the year 2011......Successfully ventured in to acquiring an  impressive digital library of more than  200+ Malayalam hindi  tamil kannada bhojpuri Movies & dubbing movies"
959,UC9PVYlrwFSlqG7w8TDsqRvQ,SUPER SOUND Bugs!,1410000,1444106921,5448,KR,"나를 위한 플리, 벅스   벅스 공식 유튜브 채널  Bugs official Youtube channel"
960,UC0AUSYG5r2ppPs7L9CPylPA,Iron Master,1400000,343483344,201,BR,Canal focado em Música Geek Vídeo novo todas as Terças e Sábados as 19:00 
961,UCcXQd6kHKm0b41x8zMVMmMg,JioStudios,1400000,1209314505,1301,IN,Bigaadne ka waqt is finally here! ⚔️ Dhurandhar The Revenge in cinemas now.
962,UCxn-8f1slSjWi_ABio5H8YA,JOHNNY И ЛУЧШИЕ БОИ МИРА ТАНКОВ И WORLD OF TANKS!,1390000,864335505,4274,US,"Смотри только 2 официальных канала Джонни:  1) 💻 YouTube @WOTJOHNNY   2) 📱 Закрытая группа в Телеграм (100р в мес.) - https://web.tribute.tg/s/m8S   Реплеи можно заливать сюда и присылать мне ссылки: WOT - https://wot-record.com/ Мир Танков - https://lesta-replays.ru/  📱 Личный блог в Телеграм -  https://t.me/johnnywot 📧 Контакт - filmshop@mail.ru 📧 Сотрудничество, реклама - johnny@adisom.net  № 4"
963,UCAua9maY1vtNdBlYqnHRhwA,LixianTV,1390000,64888132,126,Unknown,
964,UC2nMSE3t71qC8sG06WSJnMg,RageGamingVideos,1390000,905310682,11903,Unknown,"We're a channel with a focus on Monster Hunter and all things RPG, from genre to theme, we're all about grand adventures and awesome moments though we don't shy away from checking out any game and having our signature brand of fun with it, we're Josh, Cotton and Hollow and if you stick around we'll be sure to give you something to enjoy!  Come join RageGaming and be awesome!  If you have a busines"
965,UCG6nTGFxbG_9WLvuYM6VtKw,Karaoke Huỳnh Lê,1390000,1265607466,3877,VN,"🎤 KARAOKE HUỲNH LÊ – Kênh Karaoke Chất Lượng Cao Cho Mọi Người  Chào mừng bạn đến với Karaoke Huỳnh Lê – kênh chuyên cung cấp video karaoke chất lượng cao, âm thanh chuẩn, dễ hát dành cho mọi người yêu ca hát. Tại đây bạn sẽ tìm thấy nhiều thể loại nhạc phổ biến như karaoke nhạc trẻ, bolero, nhạc trữ tình, remix, nhạc hot TikTok và các ca khúc mới nhất. Chúc bạn có những phút giây thư giãn và hát "
966,UCb5XPdFG5KC05hy4mv0zi_A,Shatta Wale,1390000,383904535,1262,US,Official Youtube Channel for the King of Dancehall and Afrobeat - Shatta Wale. Kindly Subscribe to my channel and like my videos.  Shatta movement records 
967,UCT68nhrPsNQ7pczSMFtKG1w,Ahmad M4 - احمد ام فور ,1380000,528987711,1389,JO,
968,UCAWxPGGuIfWME2KTLUmSCHw,ぱかチューブっ!【ウマ娘公式】,1380000,570203215,1365,Unknown,【ぱかチューブっ!とは】 ウマ娘宣伝担当(自称)のゴルシ様ことゴールドシップがウマ娘の世界からYouTubeの世界に飛び出して、ウマ娘の魅力を全世界に発信するチャンネル！  【ゴールドシップの自己紹介】 アタシの名前は、ゴールドシップ。 好きなものは、楽しいこと。 嫌いなものは、退屈なこと。  レース大好き！ 愉快なことも大好き！！ ワクワクすること大・大・大好き！！  大切なのは今だ！ 面白く生きようぜ！  チャンネル登録もよろしくなっ！！ 
969,UCz-fw04rQluVdLwP4uRqKsw,معاذ بركه.Moath_Barakah,1380000,381583917,2766,SA, #اخوان_معاذ_بركه السلام عليكم ورحمه الله وبركاته انا معاذ هدفي في القناة اني ارسم البسمة على اي شخص وفديوهات قناتي غالبا بتكون عن الالعاب باذن الله  اتمنى منكم تدعموني بـــــــلايك وســـــــــبسكرايب وشــــــــــير   وباذن الله قناتي من القنوات التي ترضي الله ورسوله وصل الله على نبينا محمد شكراا لجميع الناس  والحمدلله رب العالمين.
970,UCBaMIu8kioCuIQaSgyL92JA,Roosevan ,1380000,564953358,271,BR,Agora chegou minha vez ! assessoria@roosevan.com.br
971,UCcd2fUoVQfbV5c1TosJKUSw,AKSHAY AKZ,1380000,551457453,4632,IN,"Welcome to my Akshay Akz channel  I'm a Free Fire player,Here you will find my best Free Fire video gameplays. Subscribe to the channel and activate the bell to receive notifications for new videos.  Email:  akshayakz654@gmail.com"
972,UChXHOzuSXAGZSDEWHOEk84g,levelup.com,1380000,516156449,5830,MX,"Canal oficial del sitio líder de videojuegos en Latinoamérica. Encuentra noticias, reseñas, artículos y mucho más en www.levelup.com."
973,UCe8b9jSSD-bNabF4hkNN5PQ,HIEUTHUHAI,1370000,705341295,53,VN,HIEUTHUHAI 
974,UCH_7doiCkWeq0v3ycWE5lDw,Any Austin,1370000,129944933,390,US,THE worst video game shows on the internet. by far.
975,UC3tNpTOHsTnkmbwztCs30sA,Northernlion,1370000,1763291761,22180,Unknown,"Subscribe for new videos of AAA and indie games every single day!  If you have an interview request, a business inquiry, or you're a developer who wants to have your game featured on the channel, shoot me an e-mail.  E-mail: northernlionbusiness[at]gmail.com   If you are a viewer who has a question, please don't e-mail me! Ask me on Twitter instead."
976,UCjNYoQ8DtLINGtNxTDDJfeA,N.K. Production,1370000,282279020,3044,IN,Welcome To N.K. Production Youtube Channel.  Watch Assamese Top Hit Songs.  Log in to our Website  : https://www.nkproductionfilms.com/ 
977,UCzWgtYoa3X7p8zJk5pEr6ww,Dutchtuber,1370000,1108623294,4648,Unknown,Ik film mijn leven. Kijk je mee?  Ik scheld niet in mijn filmpjes. Mijn filmpjes zijn bedoelt voor iedereen en zijn daarom dus ook volledig familie vriendelijk!  Dit kanaal staat onder toezicht van het Commissariaat voor de Media Accountnaam: Dutchtuber Boekingen: julia@holymosermgmt.com 
978,UCEc6kZNBV0WAKV5GZlLLgwA,SoyWelix,1370000,405003416,822,ES,"¡Suscríbete al canal! (Y ACTIVA LA CAMPANITA) 🔔  ⭐ Contacto Comercial ✉️ WelixComercial@gmail.com  ⭐ Para Fans 💌 WelixMensajes@gmail.com  © No reutilices NINGÚN video, miniatura o identidad visual de mi canal sin autorización. "
979,UC_ego-OZ2D25PqSU7CdecXQ,แฝดน๊อตโน๊ต,1360000,739873195,2229,TH,กดไลค์ กดแชร์ กดติดตาม กดกระดิ่ง ติดต่องาน ID : notenott4 สั่งเสื้อได้ที่ TikTok กับ Shopee แฝดน๊อตโน๊ต
980,UC2eb58Gxb613nJDjpuwWmgg,ONE Media Brasil,1360000,543790965,2574,BR,"O trailer do filme imperdível, teaser & vídeo estão aqui. Não perca os últimos trailers de filmes ou escolha seu gênero preferido em nossas playlists!"
981,UCm6NRZvIcYwpj79CIa1Lj9g,IBAKATV,1360000,28704142,137,NG,"IBAKATV is your Number #1 Destination  for Nollywood Premium Movies on YouTube. You can watch, stream and download your favorite blockbuster Nollywood movies and TV series for FREE anytime, anywhere on your laptop, mobile, desktop and TV.  Watch movies from your favorite Nollywood stars, Fredrick Leonard, Mercy Johnson, ik ogbonna, Bimbo Ademoye, Clinton Joshua ezewele, regina daniels, Kunle Remi,"
982,UCorikuuyFz1dZLo3N9nHc4w,Blarg,1360000,450605952,896,CA,"Matt(Blarg)   I upload gaming content :) New video every Tuesday, Friday, and Sunday!  Second Channel: https://www.youtube.com/channel/UC2CvQ4VjHq8bVWj3uOSehJQ"
